IdFilm,Titre,Genres
3203,Dead Calm (1989),Thriller
3204,"Boys from Brazil, The (1978)",Action|MystËre|Thriller
3206,Against All Odds (1984),Romance
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|ComÈdie
3210,Fast Times at Ridgemont High (1982),ComÈdie|Drame|Romance
3211,"Cry in the Dark, A (1988)",Drame
3213,Batman: Mask of the Phantasm (1993),Animation|Enfants
3214,American Flyers (1985),Drame
3217,"Star Is Born, A (1937)",Drame
3219,Pacific Heights (1990),MystËre|Thriller
3221,"Draughtsman's Contract, The (1982)",Drame
3223,"Zed & Two Noughts, A (1985)",Drame
3224,Woman in the Dunes (Suna no onna) (1964),Drame
3225,Down to You (2000),ComÈdie|Romance
3230,"Odessa File, The (1974)",Thriller
3235,Where the Buffalo Roam (1980),ComÈdie
3238,Eye of the Beholder (1999),Thriller
3240,"Big Tease, The (1999)",ComÈdie
3241,"Cup, The (Ph√∂rpa) (1999)",ComÈdie
3243,Encino Man (1992),ComÈdie
3244,"Goodbye Girl, The (1977)",ComÈdie|Romance
3246,Malcolm X (1992),Drame
3247,Sister Act (1992),ComÈdie|Crime
3248,Sister Act 2: Back in the Habit (1993),ComÈdie
3249,"Hand That Rocks the Cradle, The (1992)",Drame|Thriller
3250,Alive (1993),Drame
3251,Agnes of God (1985),Drame|MystËre
3252,Scent of a Woman (1992),Drame
3253,Wayne's World (1992),ComÈdie
3254,Wayne's World 2 (1993),ComÈdie
3255,"League of Their Own, A (1992)",ComÈdie|Drame
3256,Patriot Games (1992),Action|Crime|Drame|Thriller
3257,"Bodyguard, The (1992)",Drame|Romance|Thriller
3258,Death Becomes Her (1992),ComÈdie|Fantaisie
3259,Far and Away (1992),Aventure|Drame|Romance
3260,HoGuerreds End (1992),Drame
3261,Singles (1992),ComÈdie|Drame|Romance
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drame|MystËre|Thriller
3263,White Men Can't Jump (1992),ComÈdie|Drame
3264,Buffy the Vampire Slayer (1992),Action|ComÈdie|Horreur
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drame|Thriller
3266,Man Bites Dog (C'est arriv√© pr√®s de chez vous) (1992),ComÈdie|Crime|Drame|Thriller
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Occidentale
3268,Stop! Or My Mom Will Shoot (1992),Action|ComÈdie
3269,Forever Young (1992),Drame|Romance|Sci-Fi
3270,"Cutting Edge, The (1992)",ComÈdie|Drame|Romance
3271,Of Mice and Men (1992),Drame
3272,Bad Lieutenant (1992),Crime|Drame
3273,Scream 3 (2000),ComÈdie|Horreur|MystËre|Thriller
3274,Single White Female (1992),Drame|Thriller
3275,"Boondock Saints, The (2000)",Action|Crime|Drame|Thriller
3276,Gun Shy (2000),ComÈdie
3280,"Baby, The (1973)",Horreur
3281,"Brandon Teena Story, The (1998)",Documentaire
3283,Minnie and Moskowitz (1971),Action
3284,They Might Be Giants (1971),ComÈdie|MystËre|Romance
3285,"Beach, The (2000)",Aventure|Drame
3286,Snow Day (2000),ComÈdie
3287,"Tigger Movie, The (2000)",Animation|Enfants
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drame
3294,Eaten Alive (1977),Horreur
3295,Raining Stones (1993),Drame
3296,To Sir with Love (1967),Drame
3298,Boiler Room (2000),Crime|Drame|Thriller
3299,Hanging Up (2000),ComÈdie|Drame
3300,Pitch Black (2000),Horreur|Sci-Fi|Thriller
3301,"Whole Nine Yards, The (2000)",ComÈdie|Crime
3302,Beautiful People (1999),ComÈdie
3303,Black Tar Heroin: The Dark End of the Street (2000),Documentaire
3306,"Circus, The (1928)",ComÈdie
3307,City Lights (1931),ComÈdie|Drame|Romance
3308,"Flamingo Kid, The (1984)",ComÈdie|Drame
3310,"Kid, The (1921)",ComÈdie|Drame
3313,Class Reunion (1982),ComÈdie
3315,Happy Go Lovely (1951),Musicale
3316,Reindeer Games (2000),Action|Thriller
3317,Wonder Boys (2000),ComÈdie|Drame
3323,Chain of Fools (2000),ComÈdie|Crime
3324,Drowning Mona (2000),ComÈdie
3325,"Next Best Thing, The (2000)",ComÈdie|Drame
3326,What Planet Are You From? (2000),ComÈdie|Sci-Fi
3327,Beyond the Mat (1999),Documentaire
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drame
3329,The Year My Voice Broke (1987),Drame|Romance
3330,Splendor in the Grass (1961),Drame|Romance
3331,My Tutor (1983),Drame
3334,Key Largo (1948),Crime|Drame|Film-Noir|Thriller
3338,For All Mankind (1989),Documentaire
3341,Born Yesterday (1950),ComÈdie
3342,Birdy (1984),Drame|Guerre
3344,Blood Feast (1963),Horreur
3345,"Charlie, the Lonesome Cougar (1967)",Aventure|Enfants
3347,Never Cry Wolf (1983),Aventure|Drame
3350,"Raisin in the Sun, A (1961)",Drame
3353,"Closer You Get, The (2000)",ComÈdie|Romance
3354,Mission to Mars (2000),Sci-Fi
3355,"Ninth Gate, The (1999)",Fantaisie|Horreur|MystËre|Thriller
3357,East-West (Est-ouest) (1999),Drame|Romance
3358,Defending Your Life (1991),ComÈdie|Drame|Fantaisie|Romance
3359,Breaking Away (1979),ComÈdie|Drame
3360,Hoosiers (a.k.a. Best Shot) (1986),Drame|Romance
3361,Bull Durham (1988),ComÈdie|Drame|Romance
3362,Dog Day Afternoon (1975),Crime|Drame
3363,American Graffiti (1973),ComÈdie|Drame
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir
3365,"Searchers, The (1956)",Drame|Occidentale
3368,"Big Country, The (1958)",Romance|Occidentale
3370,Betrayed (1988),Drame|Thriller
3372,"Bridge at Remagen, The (1969)",Action|Guerre
3374,Daughters of the Dust (1991),Drame
3378,"Ogre, The (Unhold, Der) (1996)",Drame
3379,On the Beach (1959),Drame
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime
3385,Volunteers (1985),ComÈdie
3386,JFK (1991),Drame|MystËre|Thriller
3387,Who's Harry Crumb? (1989),ComÈdie|MystËre
3388,Harry and the Hendersons (1987),Enfants|ComÈdie
3389,Let's Get Harry (1986),Action|Aventure
3390,Shanghai Surprise (1986),Aventure|Crime|Drame|Romance
3391,Who's That Girl? (1987),ComÈdie
3392,She-Devil (1989),ComÈdie
3393,Date with an Angel (1987),ComÈdie|Fantaisie|Romance
3394,Blind Date (1987),ComÈdie|Romance
3395,Nadine (1987),ComÈdie
3396,"Muppet Movie, The (1979)",Aventure|Enfants|ComÈdie|Musicale
3397,"Great Muppet Caper, The (1981)",Enfants|ComÈdie
3398,"Muppets Take Manhattan, The (1984)",Enfants|ComÈdie|Musicale
3400,We're Back! A Dinosaur's Story (1993),Aventure|Animation|Enfants|Fantaisie
3401,Baby... Secret of the Lost Legend (1985),Aventure|Sci-Fi
3402,Turtle Diary (1985),ComÈdie|Drame|Romance
3403,Raise the Titanic (1980),Drame|Thriller
3404,Titanic (1953),Action|Drame
3405,"Night to Remember, A (1958)",Action|Drame
3406,Captain Horatio Hornblower R.N. (1951),Action|Aventure|Drame|Guerre
3408,Erin Brockovich (2000),Drame
3409,Final Destination (2000),Drame|Thriller
3410,Soft Fruit (1999),ComÈdie|Drame
3412,"Bear, The (Ours, L') (1988)",Aventure|Enfants|Drame
3414,Love Is a Many-Splendored Thing (1955),Drame|Romance|Guerre
3415,"Mirror, The (Zerkalo) (1975)",Drame
3417,"Crimson Pirate, The (1952)",Aventure|ComÈdie
3418,Thelma & Louise (1991),Aventure|Crime|Drame
3420,...And Justice for All (1979),Drame|Thriller
3421,Animal House (1978),ComÈdie
3422,She's Gotta Have It (1986),ComÈdie|Romance
3423,School Daze (1988),Drame
3424,Do the Right Thing (1989),Drame
3425,Mo' Better Blues (1990),Drame|Musicale
3426,Jungle Fever (1991),Drame|Romance
3428,"Champ, The (1979)",Drame
3429,Creature Comforts (1989),Animation|ComÈdie
3430,Death Wish (1974),Action|Crime|Drame
3431,Death Wish 2 (1982),Action|Drame
3432,Death Wish 3 (1985),Action|Drame
3433,Death Wish 4: The Crackdown (1987),Action|Drame
3434,Death Wish 5: The Face of Death (1994),Action|Drame
3435,Double Indemnity (1944),Crime|Drame|Film-Noir
3436,Dying Young (1991),Drame|Romance
3438,Teenage Mutant Ninja Turtles (1990),Action|Enfants|ComÈdie|Fantaisie|Sci-Fi
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Enfants|Fantaisie
3440,Teenage Mutant Ninja Turtles III (1993),Action|Aventure|Enfants|ComÈdie|Fantaisie
3441,Red Dawn (1984),Action|Drame|Guerre
3442,Band of the Hand (1986),Action|Crime|Drame
3444,Bloodsport (1988),Action
3445,Eyes of Laura Mars (1978),MystËre|Thriller
3446,Funny Bones (1995),ComÈdie|Drame
3447,"Good Earth, The (1937)",Drame
3448,"Good Morning, Vietnam (1987)",ComÈdie|Drame|Guerre
3449,"Good Mother, The (1988)",Drame
3450,Grumpy Old Men (1993),ComÈdie
3451,Guess Who's Coming to Dinner (1967),Drame
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3453,Here on Earth (2000),Drame|Romance
3454,Whatever It Takes (2000),ComÈdie|Romance
3455,Buddy Boy (1999),Drame|Thriller
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drame
3459,Gothic (1986),Drame|Horreur
3461,Lord of the Flies (1963),Aventure|Drame|Thriller
3462,Modern Times (1936),ComÈdie|Drame|Romance
3466,Heart and Souls (1993),ComÈdie|Fantaisie
3467,Hud (1963),Drame|Occidentale
3468,"Hustler, The (1961)",Drame
3469,Inherit the Wind (1960),Drame
3470,Dersu Uzala (1975),Aventure|Drame
3471,Close Encounters of the Third Kind (1977),Aventure|Drame|Sci-Fi
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),ComÈdie
3474,Retroactive (1997),Sci-Fi|Thriller
3475,"Place in the Sun, A (1951)",Drame|Romance
3476,Jacob's Ladder (1990),Horreur|MystËre
3477,Empire Records (1995),ComÈdie|Drame
3478,"Bamba, La (1987)",Drame
3479,Ladyhawke (1985),Aventure|Fantaisie|Romance
3480,Lucas (1986),Drame|Romance
3481,High Fidelity (2000),ComÈdie|Drame|Romance
3483,"Road to El Dorado, The (2000)",Animation|Enfants
3484,"Skulls, The (2000)",Thriller
3489,Hook (1991),Aventure|ComÈdie|Fantaisie
3492,"Son of the Sheik, The (1926)",Aventure|ComÈdie|Romance
3494,True Grit (1969),Aventure|Drame|Occidentale
3496,Madame Sousatzka (1988),Drame
3497,Max Dugan Returns (1983),ComÈdie
3498,Midnight Express (1978),Drame
3499,Misery (1990),Drame|Horreur|Thriller
3500,Mr. Saturday Night (1992),ComÈdie|Drame
3501,Murphy's Romance (1985),ComÈdie|Romance
3502,My Life (1993),Drame
3503,Solaris (Solyaris) (1972),Drame|MystËre|Sci-Fi
3504,Network (1976),ComÈdie|Drame
3505,No Way Out (1987),Drame|MystËre|Thriller
3506,North Dallas Forty (1979),ComÈdie|Drame
3507,"Odd Couple, The (1968)",ComÈdie
3508,"Outlaw Josey Wales, The (1976)",Action|Aventure|Drame|Thriller|Occidentale
3510,Frequency (2000),Drame|Thriller
3511,Ready to Rumble (2000),ComÈdie
3512,Return to Me (2000),Drame|Romance
3513,Rules of Engagement (2000),Drame|Thriller
3514,Joe Gould's Secret (2000),Drame
3515,Me Myself I (2000),ComÈdie|Romance
3516,"Bell, Book and Candle (1958)",ComÈdie|Fantaisie|Romance
3519,Force 10 from Navarone (1978),Action|Drame|Guerre
3521,MystËre Train (1989),ComÈdie|Drame
3524,Arthur (1981),ComÈdie|Romance
3525,Bachelor Party (1984),ComÈdie
3526,Parenthood (1989),ComÈdie|Drame
3527,Predator (1987),Action|Sci-Fi|Thriller
3528,"Prince of Tides, The (1991)",Drame|Romance
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller
3531,All the Vermeers in New York (1990),ComÈdie|Drame|Romance
3534,28 Days (2000),Drame
3535,American Psycho (2000),Crime|Horreur|MystËre|Thriller
3536,Keeping the Faith (2000),ComÈdie|Drame|Romance
3537,Where the Money Is (2000),ComÈdie|Drame
3538,East is East (1999),ComÈdie
3539,"Filth and the Fury, The (2000)",Documentaire
3543,Diner (1982),ComÈdie|Drame
3544,Shakes the Clown (1992),ComÈdie
3545,Cabaret (1972),Drame|Musicale
3546,What Ever Happened to Baby Jane? (1962),Drame|Horreur|Thriller
3548,Auntie Mame (1958),ComÈdie|Drame
3549,Guys and Dolls (1955),ComÈdie|Musicale|Romance
3550,The Hunger (1983),Horreur
3551,Marathon Man (1976),Crime|Drame|Thriller
3552,Caddyshack (1980),ComÈdie
3553,Gossip (2000),Drame|Thriller
3554,Love and Basketball (2000),Drame|Romance
3555,U-571 (2000),Action|Thriller|Guerre
3556,"Virgin Suicides, The (1999)",Drame|Romance
3557,Jennifer 8 (1992),MystËre|Thriller
3559,Limelight (1952),ComÈdie|Drame|Romance
3563,"Crow: Salvation, The (2000)",Action|Horreur
3564,"Flintstones in Viva Rock Vegas, The (2000)",Enfants|ComÈdie
3565,Where the Heart Is (2000),ComÈdie|Drame
3566,"Big Kahuna, The (2000)",ComÈdie|Drame
3567,Bossa Nova (2000),ComÈdie|Drame|Romance
3568,Smiling Fish and Goat on Fire (1999),ComÈdie|Romance
3569,"Idiots, The (Idioterne) (1998)",ComÈdie|Drame
3571,Time Code (2000),ComÈdie|Drame
3572,Carnosaur (1993),Horreur|Sci-Fi
3573,Carnosaur 2 (1995),Horreur|Sci-Fi
3574,Carnosaur 3: Primal Species (1996),Horreur|Sci-Fi
3576,"Hidden, The (1987)",Action|Horreur|Sci-Fi
3577,Two Moon Junction (1988),Drame|Romance
3578,Gladiator (2000),Action|Aventure|Drame
3580,Up at the Villa (2000),Drame
3581,Human Traffic (1999),ComÈdie
3584,Breathless (1983),Action|Drame|Romance|Thriller
3586,The Idolmaker (1980),Drame|Romance
3587,Inferno (1980),Horreur
3590,"Lords of Flatbush, The (1974)",ComÈdie|Drame
3591,Mr. Mom (1983),ComÈdie|Drame
3592,"Time Masters (Ma√Ætres du temps, Les) (1982)",Animation|Sci-Fi
3593,Battlefield Earth (2000),Action|Sci-Fi
3594,Center Stage (2000),Drame|Musicale
3596,Screwed (2000),ComÈdie
3597,Whipped (2000),ComÈdie
3598,Hamlet (2000),Crime|Drame|Romance|Thriller
3599,Anchors Aweigh (1945),ComÈdie|Musicale
3604,Gypsy (1962),Musicale
3606,On the Town (1949),ComÈdie|Musicale|Romance
3608,Pee-wee's Big Aventure (1985),Aventure|ComÈdie
3609,Regret to Inform (1998),Documentaire
3614,Honeymoon in Vegas (1992),ComÈdie|Romance
3615,Dinosaur (2000),Aventure|Animation|Enfants
3616,Loser (2000),ComÈdie|Romance
3617,Road Trip (2000),ComÈdie
3618,Small Time Crooks (2000),ComÈdie|Crime
3619,"Hollywood Knights, The (1980)",ComÈdie
3622,"Twelve Chairs, The (1970)",ComÈdie
3623,Mission: Impossible II (2000),Action|Aventure|Thriller
3624,Shanghai Noon (2000),Action|Aventure|ComÈdie|Occidentale
3625,Better Living Through Circuitry (1999),Documentaire
3626,8 ¬Ω Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),ComÈdie
3627,Carnival of Souls (1962),Horreur|Thriller
3628,Flying Tigers (1942),Action|Drame|Romance|Guerre
3629,"Gold Rush, The (1925)",Aventure|ComÈdie|Romance
3632,Monsieur Verdoux (1947),ComÈdie|Crime
3633,On Her Majesty's Secret Service (1969),Action|Aventure|Romance|Thriller
3634,Seven Days in May (1964),Thriller
3635,"Spy Who Loved Me, The (1977)",Action|Aventure|Thriller
3637,Vagabond (Sans toit ni loi) (1985),Drame
3638,Moonraker (1979),Action|Aventure|Sci-Fi|Thriller
3639,"Man with the Golden Gun, The (1974)",Action|Aventure|Thriller
3640,"King in New York, A (1957)",ComÈdie|Drame
3641,"Woman of Paris, A (1923)",Drame
3643,"Fighting Seabees, The (1944)",Action|Drame|Guerre
3646,Big Momma's House (2000),ComÈdie
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horreur|Sci-Fi
3649,American Gigolo (1980),Drame
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella citt√† dei morti viventi) (1980)",Horreur
3653,"Endless Summer, The (1966)",Documentaire
3654,"Guns of Navarone, The (1961)",Action|Aventure|Drame|Guerre
3655,Blow-Out (La grande bouffe) (1973),Drame
3658,Quatermass and the Pit (1967),Horreur|Sci-Fi
3660,Puppet Master (1989),Horreur|Sci-Fi|Thriller
3661,Puppet Master II (1991),Horreur|Sci-Fi|Thriller
3662,Puppet Master III: Toulon's Revenge (1991),Horreur|Sci-Fi|Thriller
3663,Puppet Master 4 (1993),Horreur|Sci-Fi|Thriller
3664,Puppet Master 5: The Final Chapter (1994),Horreur|Sci-Fi|Thriller
3667,Rent-A-Cop (1988),Action|ComÈdie|Crime
3668,Romeo and Juliet (1968),Drame|Romance
3669,Stay Tuned (1992),ComÈdie
3671,Blazing Saddles (1974),ComÈdie|Occidentale
3672,Benji (1974),Aventure|Enfants
3673,Benji the Hunted (1987),Aventure|Enfants
3674,For the Love of Benji (1977),Aventure|Enfants|ComÈdie|Drame
3675,White Christmas (1954),ComÈdie|Musicale|Romance
3676,Eraserhead (1977),Drame|Horreur
3677,Baraka (1992),Documentaire
3678,"Man with the Golden Arm, The (1955)",Drame
3679,"Decline of Occidentale Civilization, The (1981)",Documentaire|Musicale
3680,"Decline of Occidentale Civilization Part II: The Metal Years, The (1988)",Documentaire
3681,For a Few Dollars More (Per qualche dollaro in pi√π) (1965),Action|Drame|Thriller|Occidentale
3682,Magnum Force (1973),Action|Crime|Drame|Thriller
3683,Blood Simple (1984),Crime|Drame|Film-Noir
3684,"Fabulous Baker Boys, The (1989)",Drame|Romance
3685,Prizzi's Honor (1985),ComÈdie|Drame|Romance
3686,Flatliners (1990),Horreur|Sci-Fi|Thriller
3687,Light Years (Gandahar) (1988),Aventure|Animation|Fantaisie|Sci-Fi
3688,Porky's (1982),ComÈdie
3689,Porky's II: The Next Day (1983),ComÈdie
3690,Porky's Revenge (1985),ComÈdie
3691,Private School (1983),ComÈdie
3692,Class of Nuke 'Em High (1986),ComÈdie|Horreur
3693,"Toxic Avenger, The (1985)",ComÈdie|Horreur
3694,"Toxic Avenger, Part II, The (1989)",ComÈdie|Horreur
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",ComÈdie|Horreur
3696,Night of the Creeps (1986),ComÈdie|Horreur|Sci-Fi|Thriller
3697,Predator 2 (1990),Action|Sci-Fi|Thriller
3698,"Running Man, The (1987)",Action|Sci-Fi
3699,Starman (1984),Aventure|Drame|Romance|Sci-Fi
3700,"Brother from Another Planet, The (1984)",Drame|Sci-Fi
3701,Alien Nation (1988),Crime|Drame|Sci-Fi|Thriller
3702,Mad Max (1979),Action|Aventure|Sci-Fi
3703,"Road Guerrerior, The (Mad Max 2) (1981)",Action|Aventure|Sci-Fi|Thriller
3704,Mad Max Beyond Thunderdome (1985),Action|Aventure|Sci-Fi
3705,Bird on a Wire (1990),Action|ComÈdie|Romance
3706,Angel Heart (1987),Film-Noir|Horreur|MystËre|Thriller
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drame|Romance
3708,Firestarter (1984),Horreur|Thriller
3709,Sleepwalkers (1992),Horreur
3710,Action Jackson (1988),Action|ComÈdie|Crime|Thriller
3711,Sarafina! (1992),Drame
3712,Soapdish (1991),ComÈdie
3713,"Long Walk Home, The (1990)",Drame
3714,Clara's Heart (1988),Drame
3715,Burglar (1987),ComÈdie|Crime
3716,Fatal Beauty (1987),Action|ComÈdie|Crime|Drame
3717,Gone in 60 Seconds (2000),Action|Crime
3719,Love's Labour's Lost (2000),ComÈdie|Romance
3720,Sunshine (1999),Drame
3723,Hamlet (1990),Drame
3724,Coming Home (1978),Drame|Guerre
3725,American Pop (1981),Animation|Musicale
3726,Assault on Precinct 13 (1976),Action|Thriller
3727,Near Dark (1987),Horreur|Occidentale
3728,One False Move (1992),Crime|Drame|Film-Noir|Thriller
3729,Shaft (1971),Action|Crime|Drame|Thriller
3730,"Conversation, The (1974)",Drame|MystËre
3731,Cutter's Way (1981),Drame|Thriller
3732,"Fury, The (1978)",Horreur
3733,"Paper Chase, The (1973)",Drame
3735,Serpico (1973),Crime|Drame
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drame
3737,Lonely Are the Brave (1962),Drame|Occidentale
3738,"Sugarland Express, The (1974)",Drame
3739,Trouble in Paradise (1932),ComÈdie|Romance
3740,Big Trouble in Little China (1986),Action|Aventure|ComÈdie|Fantaisie
3741,Badlands (1973),Crime|Drame|Thriller
3742,Battleship Potemkin (1925),Drame|Guerre
3743,Boys and Girls (2000),ComÈdie|Romance
3744,Shaft (2000),Action|Crime|Thriller
3745,Titan A.E. (2000),Action|Aventure|Animation|Enfants|Sci-Fi
3746,Butterfly (La lengua de las mariposas) (1999),Drame
3747,Jesus' Son (1999),Drame
3751,Chicken Run (2000),Animation|Enfants|ComÈdie
3752,"Me, Myself & Irene (2000)",Aventure|ComÈdie
3753,"Patriot, The (2000)",Action|Drame|Guerre
3754,"Aventures of Rocky and Bullwinkle, The (2000)",Aventure|Animation|Enfants|ComÈdie|Fantaisie
3755,"Perfect Storm, The (2000)",Drame|Thriller
3756,"Golden Bowl, The (2000)",Drame
3758,Communion (1989),Drame|Sci-Fi|Thriller
3760,"Kentucky Fried Movie, The (1977)",ComÈdie
3761,"Blood In, Blood Out (1993)",Action|Crime|Drame|Thriller
3763,F/X (1986),Action|Crime|Thriller
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
3765,"Hot Spot, The (1990)",Crime|Drame|Romance
3766,Missing in Action (1984),Action|Guerre
3767,Missing in Action 2: The Beginning (1985),Action|Guerre
3768,Braddock: Missing in Action III (1988),Action|Guerre
3769,Thunderbolt and Lightfoot (1974),Action
3770,Dreamscape (1984),Horreur|Sci-Fi|Thriller
3771,The Golden Voyage of Sinbad (1973),Action|Aventure|Fantaisie
3773,House Party (1990),ComÈdie
3774,House Party 2 (1991),ComÈdie|Drame|Romance
3783,Croupier (1998),Crime|Drame
3784,"Kid, The (2000)",ComÈdie|Fantaisie
3785,Scary Movie (2000),ComÈdie|Horreur
3786,But I'm a Cheerleader (1999),ComÈdie
3787,Shower (Xizao) (1999),ComÈdie
3788,Blow-Up (Blowup) (1966),Drame|MystËre
3789,"Pawnbroker, The (1964)",Drame
3790,Groove (2000),Drame
3791,Footloose (1984),Drame
3792,Duel in the Sun (1946),Drame|Romance|Occidentale
3793,X-Men (2000),Action|Aventure|Sci-Fi
3794,Chuck & Buck (2000),ComÈdie|Drame
3795,"Five Senses, The (1999)",Drame
3797,"In Crowd, The (2000)",Thriller
3798,What Lies Beneath (2000),Drame|Horreur|MystËre
3799,Pok√©mon the Movie 2000 (2000),Animation|Enfants
3801,Anatomy of a Murder (1959),Drame|MystËre
3802,Freejack (1992),Action|Sci-Fi
3806,Mackenna's Gold (1969),Occidentale
3807,Sinbad and the Eye of the Tiger (1977),Aventure|Fantaisie
3808,"Two Women (Ciociara, La) (1960)",Drame|Guerre
3809,What About Bob? (1991),ComÈdie
3810,White Sands (1992),Drame|Thriller
3811,Breaker Morant (1980),Drame|Guerre
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),ComÈdie
3813,Interiors (1978),Drame
3814,Love and Death (1975),ComÈdie
3816,"Official Story, The (La historia oficial) (1985)",Drame
3819,Tampopo (1985),ComÈdie
3821,Nutty Professor II: The Klumps (2000),ComÈdie
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drame|Romance
3823,Wonderland (1999),Drame
3824,Autumn in New York (2000),Drame|Romance
3825,Coyote Ugly (2000),ComÈdie|Drame|Romance
3826,Hollow Man (2000),Horreur|Sci-Fi|Thriller
3827,Space Cowboys (2000),Action|Aventure|ComÈdie|Sci-Fi
3830,Psycho Beach Party (2000),ComÈdie|Horreur|Thriller
3831,Saving Grace (2000),ComÈdie
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horreur
3833,"Brain That Wouldn't Die, The (1962)",Horreur|Sci-Fi
3834,Bronco Billy (1980),Aventure|Drame|Romance
3835,"Crush, The (1993)",Thriller
3836,Kelly's Heroes (1970),Action|ComÈdie|Guerre
3837,Phantasm II (1988),Action|Fantaisie|Horreur|Sci-Fi|Thriller
3838,Phantasm III: Lord of the Dead (1994),Horreur
3839,Phantasm IV: Oblivion (1998),Horreur
3840,Pumpkinhead (1988),Horreur
3841,Air America (1990),Action|ComÈdie
3843,Sleepaway Camp (1983),Horreur
3844,Steel Magnolias (1989),Drame
3845,And God Created Woman (Et Dieu... cr√©a la femme) (1956),Drame
3846,Easy Money (1983),ComÈdie
3847,"Ilsa, She Wolf of the SS (1974)",Horreur
3849,The Spiral Staircase (1945),Horreur|MystËre|Thriller
3851,I'm the One That I Want (2000),ComÈdie
3852,"Tao of Steve, The (2000)",ComÈdie
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drame|Romance
3857,Bless the Child (2000),Thriller
3858,Cecil B. DeMented (2000),ComÈdie
3859,"Eyes of Tammy Faye, The (2000)",Documentaire
3861,"Replacements, The (2000)",ComÈdie
3862,About Adam (2000),ComÈdie
3863,"Cell, The (2000)",Drame|Horreur|Thriller
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Aventure|Sci-Fi
3865,"Original Kings of ComÈdie, The (2000)",ComÈdie|Documentaire
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|ComÈdie|Crime|Romance
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",ComÈdie
3870,Our Town (1940),Drame
3871,Shane (1953),Drame|Occidentale
3872,"Suddenly, Last Summer (1959)",Drame
3873,Cat Ballou (1965),ComÈdie|Occidentale
3877,Supergirl (1984),Action|Aventure|Fantaisie
3879,"Art of Guerre, The (2000)",Action|Thriller
3882,Bring It On (2000),ComÈdie
3884,"Crew, The (2000)",ComÈdie
3888,Skipped Parts (2000),Drame|Romance
3889,Highlander: Endgame (Highlander IV) (2000),Action|Aventure|Fantaisie
3893,Nurse Betty (2000),ComÈdie|Crime|Drame|Romance|Thriller
3894,Solas (1999),Drame
3895,"Watcher, The (2000)",Crime|Thriller
3896,"Way of the Gun, The (2000)",Crime|Thriller
3897,Almost Famous (2000),Drame
3898,Bait (2000),Action|ComÈdie
3899,Circus (2000),Crime|Drame|Thriller
3900,Crime and Punishment in Suburbia (2000),ComÈdie|Drame
3901,Duets (2000),ComÈdie|Drame
3906,Under Suspicion (2000),Crime|Thriller
3908,Urban Legends: Final Cut (2000),Horreur
3909,Woman on Top (2000),ComÈdie|Romance
3910,Dancer in the Dark (2000),Drame|Musicale
3911,Best in Show (2000),ComÈdie
3912,Beautiful (2000),ComÈdie|Drame
3914,"Broken Hearts Club, The (2000)",Drame
3915,Girlfight (2000),Drame
3916,Remember the Titans (2000),Drame
3917,Hellraiser (1987),Horreur
3918,Hellbound: Hellraiser II (1988),Horreur
3919,Hellraiser III: Hell on Earth (1992),Horreur
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drame|Fantaisie|MystËre|Romance
3922,Bikini Beach (1964),ComÈdie
3925,Stranger Than Paradise (1984),ComÈdie|Drame
3926,Voyage to the Bottom of the Sea (1961),Aventure|Sci-Fi
3927,Fantastic Voyage (1966),Aventure|Sci-Fi
3928,Abbott and Costello Meet Frankenstein (1948),ComÈdie|Horreur
3929,"Bank Dick, The (1940)",ComÈdie
3930,"Creature from the Black Lagoon, The (1954)",Aventure|Horreur|Sci-Fi
3932,"Invisible Man, The (1933)",Horreur|Sci-Fi
